Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
11141,"Macy's, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, S&P 500",Department stores,Discretionary retail,Retail,General, M US," Investor, Supply Chain",M,2019,5268300000,130000,2116000000,25331000000,10160000000,564000000,USD,685000000,0,-1169000000,21172000000,14795000000,-1169000000,7078000000,6377000000
11160,Magna International Inc.,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI",Fabricated metal components,Metal products manufacturing,Manufacturing,General, MG CN," Investor, Supply Chain",MG.TO,2019,21716000000,,3912000000,39431000000,5409000000,1765000000,USD,1276000000,0,1210000000,25790000000,14659000000,1210000000,4994000000,11131000000
11267,Mahindra & Mahindra,India,,public," Benchmark, Continuity Climate Change, Emerging Markets, Environmental, India, MSCI ACWI",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, MM IN, Investor,MM.BO,2019,,,,,,,USD,,,,,,,,
11268,Magyar Telekom Nyrt.,Hungary,,public," CEE, Continuity Climate Change",Telecommunications services,"Media, telecommunications & data center services",Services,General, MTELEKOM HB," Investor, Supply Chain",MOL.BD,2019,2086302336300,,730555000000,5266735000000,800683000000,223214000000,HUF,326108000000,76233000000,230444000000,5132287000000,2680918000000,306677000000,909039000000,2451369000000
11289,Malayan Banking,Malaysia,,public," Asia ex-JICK, Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, MSCI ACWI",Banks,Financial services,Services,General, MAY MK, Investor,MAY.KL,2019,,,,,,,HUF,,,,,,,,
11312,Man Group plc,United Kingdom of Great Britain and Northern Ireland,,public," FTSE 250, FTSE 350, FTSE 725",Asset managers,Financial services,Services,General, EMG LN," Investor, Supply Chain",EMG.L,2019,2434339363,,412000000,1113000000,763000000,285000000,USD,220000000,772000000,423000000,2753000000,1129000000,772000000,307000000,1624000000
11328,Marks and Spencer Group plc,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE 350, FTSE 725, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, MKS LN," Investor, Supply Chain",MKS.L,2019,4160051368,,1257200000,10181900000,2923800000,23700000,GBP,260000000,5900000,969600000,10189700000,6481200000,975500000,4078600000,3708500000
11329,"Marriott International, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General, MAR US," Investor, Supply Chain",MAR,2019,49275322000,174000,2472000000,20972000000,3217000000,1273000000,USD,225000000,0,577000000,25051000000,24348000000,577000000,11822000000,703000000
11332,Manulife Financial Corp.,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI",Insurance,Financial services,Services,General, MFC CN," Investor, Supply Chain",MFC.TO,2019,51217480000,,-3786000000,77822000000,77822000000,5269000000,CAD,20300000000,156703000000,220973000000,809130000000,13635000000,377676000000,11663000000,50106000000
11335,MAPFRE,Spain,,public," Benchmark, Continuity Climate Change, Euro, MSCI ACWI, Spain",Insurance,Financial services,Services,General, MAP SM," Investor, Supply Chain",MAP.MC,2019,7481200000,,354010000,22732940000,22732940000,955260000,EUR,2537500000,37108900000,45496230000,72509920000,62403900000,82605130000,4598420000,10106020000
11336,Maple Leaf Foods Inc.,Canada,,public," Canada, Continuity Climate Change, Environmental",Animal processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", MFI CN," Investor, Supply Chain",MFI.TO,2019,3183240000,,301308000,3941545000,590979000,74628000,CAD,97285000,0,3345000,3514035000,1564165000,3345000,782846000,1949870000
11349,Marfrig Global Foods S/A,Brazil,,public," Brazil, Continuity Climate Change, Environmental",Cattle farming,Fish & animal farming,"Food, beverage & agriculture",Agricultural commodities, MRFG3 BZ," Investor, Supply Chain",MRFG3.SA,2019,6973772949,,3699877000,48761057000,6383936000,1582239000,BRL,1774902000,6635211000,-6589517000,31572021000,29795680000,45694000,22581690000,1776341000
11353,Marico,India,,public," Benchmark, Continuity Climate Change, Emerging Markets, India, MSCI ACWI",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", MRCO IN, Investor,MRCO.BO,2019,,,,,,,BRL,,,,,,,,
11366,Mowi ASA,Norway,,public," Benchmark, Continuity Climate Change, Environmental, MSCI ACWI, Nordic",Aquaculture,Fish & animal farming,"Food, beverage & agriculture",Agricultural commodities, MOWI NO," Investor, Supply Chain",MOWI.OL,2019,116001666590,,960000000,4074200000,1963900000,477600000,EUR,117500000,200000,240200000,5840100000,2947500000,240400000,1851800000,2892600000
11382,Mars,United States of America,,public," CCGR1800, Continuity Climate Change",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 4614Z US," Investor, Supply Chain",4614Z,2019,,,,,,,EUR,,,,,,,,
11383,"Marsh & McLennan Companies, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Insurance,Financial services,Services,, MMC US," Investor, Supply Chain",MMC,2019,56262050000,0,3628000000,16652000000,6918000000,1742000000,USD,1155000000,-7344000000,1632000000,31317000000,23374000000,1632000000,14224000000,8093000000
11401,"Marvell Technology Group, Ltd.",United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, MRVL US," Investor, Supply Chain",MRVL,2019,17677326720,,439769000,2865791000,1458392000,-179094000,USD,582410000,73935000,-12460000,10016752000,2710342000,-12460000,1732699000,7306410000
11411,Masco Corporation,United States of America,,public," Benchmark, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Fabricated metal components,Metal products manufacturing,Manufacturing,General, MAS US," Investor, Supply Chain",MAS,2019,13101270000,18000,1082000000,6707000000,2371000000,684000000,USD,697000000,0,11000000,5027000000,5083000000,11000000,2773000000,123000000
11413,"Marui Group Co., Ltd.",Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Department stores,Discretionary retail,Retail,General, 8252 JP, Investor,8252.T,2019,572048548000,,50935000000,247582000000,195666000000,25396000000,JPY,40839000000,11000000,27388000000,885969000000,595641000000,27388000000,479835000000,290328000000
11421,Mastercard Incorporated,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Other financial,Specialized professional services,Services,General, MA US," Investor, Supply Chain",MA,2019,300082950000,18600,10213000000,16883000000,13346000000,8118000000,USD,6988000000,688000000,914000000,29236000000,23245000000,1602000000,8527000000,5991000000
11427,Matai Shiko K.K.,Japan,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2019,,,,,,,,,,,,,,,
11520,Mazda Motor Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 7261 JP, Investor,7261.T,2019,590739268000,,151492000000,3430285000000,746638000000,12131000000,JPY,521960000000,47000000000,261781000000,2787640000000,1581794000000,214000000000,619868000000,1205846000000
11547,"Mattel, Inc.",United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Toys & games,Leisure & home manufacturing,Manufacturing,General, MAT US," Investor, Supply Chain",MAT,2019,4697531547,0,42700000,4504600000,1980800000,-213500000,USD,630000000,0,-2011728000,5325200000,4833500000,-2011728000,3117700000,491700000
11566,"McCormick & Company, Incorporated",United States of America,,public," Benchmark, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", MKC US," Investor, Supply Chain",MKC,2019,22575420000,12400,1143200000,5347400000,2145300000,702700000,USD,155400000,0,310400000,10362100000,6905400000,310400000,4324200000,3456700000
11578,MDU Resources Group Inc,United States of America,,public," Benchmark, CCGR1800, Environmental",Transportation infrastructure & other construction,Construction,Infrastructure,General, MDU US," Investor, Supply Chain",MDU,2019,4084152000,13359,753000000,5336800000,933300000,335500000,USD,66459000,0,148656000,7683000000,4836000000,148656000,2358513000,2847000000
11581,McDonald's Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Fast food,"Bars, hotels & restaurants",Hospitality,General, MCD US, Investor,MCD,2019,147179928000,205000,9062200000,21076500000,11115300000,6025400000,USD,898500000,0,1270300000,47510800000,55721100000,1270300000,46875900000,-8210300000
11584,S&P Global,United States of America,,public," Benchmark, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Other financial,Specialized professional services,Services,General, SPGI US," Investor, Supply Chain",SPGI,2019,66105405000,22500,3283000000,6699000000,4898000000,2123000000,USD,2886000000,28000000,0,11348000000,8544000000,28000000,4568000000,2804000000
11638,Mediclinic International,South Africa,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, FTSE 250, FTSE 350, FTSE 725, MSCI ACWI, South Africa",Health care facilities,Health care provision,"Biotech, health care & pharma",General, MDC LN, Investor,MDC.L,2019,3034364677,,323000000,2932000000,1105000000,-130000000,GBP,265000000,1000000,202000000,6428000000,3162000000,203000000,1888000000,3266000000
11640,Mediobanca,Italy,,public," Benchmark, Italy, MSCI ACWI",Banks,Financial services,Services,General, MB IM, Investor,MB.MI,2019,8703432000,,813886000,2327355000,2327355000,600382000,EUR,3935999000,-716048000,20113597000,78949665000,69209592000,20113597000,24564555000,9740073000
11651,Medtronic PLC,Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, Ireland, MSCI ACWI, S&P 500",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, MDT US," Investor, Supply Chain",MDT,2019,152079725000,90000,9664000000,30557000000,21402000000,4631000000,USD,4393000000,5455000000,44000000,89694000000,39482000000,5455000000,25324000000,50212000000
11655,Meggitt,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Continuity Climate Change, FTSE 250, FTSE 350, FTSE 725, MSCI ACWI",Electrical equipment,Electrical & electronic equipment,Manufacturing,General, MGGT LN," Investor, Supply Chain",MGGT.L,2019,,,522500000,2276200000,818200000,222600000,GBP,155300000,0,0,4743900000,2287100000,14100000,1066500000,2456800000
11764,Merck KGaA,Germany,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Euro, MSCI ACWI",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General, MRK GR," Investor, Supply Chain",MRK.DE,2019,45849113904,,4228000000,16152000000,10146000000,1320000000,EUR,541000000,29000000,687000000,43811000000,25898000000,716000000,13119000000,17913000000
11765,"Merck & Co., Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, MRK US," Investor, Supply Chain",MRK,2019,218882435804,71000,12879000000,46840000000,32728000000,9843000000,USD,9676000000,774000000,1469000000,84397000000,58396000000,2243000000,26346000000,26001000000
11796,"MetLife, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Insurance,Financial services,Services,General, MET US," Investor, Supply Chain",MET,2019,46591677000,49000,5573000000,69620000000,69620000000,5899000000,USD,16598000000,331670000000,353830000000,740463000000,674081000000,473795000000,16851000000,66382000000
11842,Michelin,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, MSCI ACWI",Tires,Light manufacturing,Manufacturing,General, ML FP," Investor, Supply Chain",ML.PA,2019,19548677211,,4763000000,24135000000,6991000000,1751000000,EUR,1466000000,180000000,1451000000,31677000000,18448000000,1451000000,7081000000,13229000000
11846,Metro Inc.,Canada,,public," Benchmark, Canada, Continuity Climate Change, Environmental, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, MRU CN," Investor, Supply Chain",MRU.TO,2019,13590424000,,1356200000,16767500000,3328700000,711600000,CAD,273400000,0,67100000,11073900000,5105300000,67100000,2668000000,5968600000
11853,Micro Focus International,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, FTSE 350, FTSE 725, MSCI ACWI",Software,IT & software development,Services,General, MCRO LN, Investor,MCRO.L,2019,,,2465600000,3348400000,2558500000,-18100000,USD,355700000,0,0,14294800000,8018500000,0,4694200000,6275000000
11860,Momentum Metropolitan Holdings Ltd.,South Africa,,public," Benchmark, Continuity Climate Change, MSCI ACWI, South Africa",Insurance,Financial services,Services,General, MTM SJ, Investor,MTM.JO,2019,32170320000,,2250000000,50890000000,50890000000,286000000,ZAR,31747000000,3383000000,240733000000,506393000000,483446000000,240733000000,6470000000,22947000000
11866,Metso,Finland,,public," Benchmark, Continuity Climate Change, MSCI ACWI, Nordic","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,General, METSO FH," Investor, Supply Chain",METSO.HE,2019,1047455216,,162700000,1210300000,360200000,27300000,EUR,267400000,-155000000,158000000,1481900000,1102700000,3000000,288400000,379200000
11876,MGM Resorts International,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Gambling,Entertainment facilities,Hospitality,General, MGM US," Investor, Supply Chain",MGM,2019,16482457050,11000,5275108000,12899672000,5296183000,2049146000,USD,2329604000,0,822366000,33633115000,20865150000,822366000,15203633000,12767965000
11904,Microchip Technology,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, MCHP US," Investor, Supply Chain",MCHP,2019,25143272000,18286,1455800000,5349500000,2931300000,355900000,USD,428600000,2300000,-15026700000,18345000000,13057500000,2300000,10307000000,5287500000
11905,"Micron Technology, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, MU US," Investor, Supply Chain",MU,2019,59749580000,37000,12849000000,23406000000,10702000000,6313000000,USD,7152000000,803000000,1164000000,48887000000,48887000000,1967000000,5851000000,36770000000
11930,Microsoft Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Software,IT & software development,Services,General, MSFT US," Investor, Supply Chain",MSFT,2019,1198835400000,144000,57346000000,125843000000,82933000000,39240000000,USD,11356000000,122463000000,2649000000,286556000000,184226000000,125112000000,78366000000,102330000000
11944,Millennium & Copthorne Hotels,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, FTSE 250, FTSE 350, FTSE 725",Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General, MLC LN, Investor,MLC.L,2019,,,,,,,USD,,,,,,,,
12033,Minebea Mitsumi Inc.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Japan, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 6479 JP," Investor, Supply Chain",6479.T,2019,944860144734,,106714000000,978445000000,166586000000,45975000000,JPY,130746000000,18057000000,23114000000,864481000000,462205000000,18896000000,221712000000,402276000000
12086,"H.U. Group Holdings, Inc.",Japan,,public," Benchmark, Japan",Health care services,Other services,Services,General, 4544 JP, Investor,4544.T,2019,152877340000,,18026000000,188712000000,57577000000,-516000000,JPY,36357000000,750000000,23475000000,219403000000,116175000000,11394000000,71524000000,103228000000
12099,"Mitsubishi Heavy Industries, Ltd.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Japan, MSCI ACWI",Industrial machinery,Powered machinery,Manufacturing,General, 7011 JP," Investor, Supply Chain",7011.T,2019,142705188000,,306045000000,4041376000000,710037000000,87123000000,JPY,281626000000,28539000000,671934000000,4985690000000,3695615000000,569107000000,1370869000000,1290075000000
12112,Mitsubishi Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, Japan, MSCI ACWI",Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,General, 8058 JP," Investor, Supply Chain",8058.T,2019,1467894195020,,1133310000000,14779734000000,1789131000000,535353000000,JPY,1322812000000,458815000000,5039874000000,18049661000000,11832767000000,5061885000000,7263433000000,6216894000000
12117,MITIE Group,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, FTSE 250, FTSE 350, FTSE 725",Commercial services,Commercial & consumer services,Services,General, MTO LN," Investor, Supply Chain",MTO.L,2019,512971827,,126900000,2173700000,276100000,41800000,GBP,139500000,200000,34500000,1069200000,988700000,34500000,320700000,80500000
12120,Mitsubishi Materials Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Copper,"Metal smelting, refining & forming",Materials,Metals & mining, 5711 JP," Investor, Supply Chain",5711.T,2019,389599990000,,115050000000,1516100000000,190662000000,-72850000000,JPY,134444000000,-39181000000,222224000000,1904050000000,1318018000000,183043000000,547616000000,586032000000
12128,MiTAC Holdings Corporation (MHC),"Taiwan, Greater China",,public, Self selected companies climate change,Computer hardware,Electrical & electronic equipment,Manufacturing,General, 3706 TT, Supply Chain,3706.TW,2019,30776685720,,4059532000,35831960000,5189724000,2817880000,TWD,6664566000,1482768000,20648774000,55410382000,15855636000,22131542000,4784660000,39554746000
12134,"Mitsubishi Gas Chemical Company, Inc.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Inorganic base chemicals,Chemicals,Materials,Chemicals, 4182 JP," Investor, Supply Chain",4182.T,2019,348158520000,,63291000000,613344000000,131394000000,21158000000,JPY,78227000000,3514000000,155993000000,771733000000,223594000000,149158000000,74712000000,548139000000
12141,Mitsubishi Chemical Holdings Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Specialty chemicals,Chemicals,Materials,Chemicals, 4188 JP," Investor, Supply Chain",4188.T,2019,1160869620000,,391315000000,3580510000000,987263000000,54077000000,JPY,228211000000,117628000000,439259000000,5132149000000,3681320000000,396446000000,2283254000000,1450829000000
12144,Mitsubishi Electric Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, Japan, MSCI ACWI",Electrical equipment,Electrical & electronic equipment,Manufacturing,General, 6503 JP," Investor, Supply Chain",6503.T,2019,3214443758080,,499680000000,4462509000000,1262339000000,221834000000,JPY,537559000000,56765000000,531203000000,4409771000000,1870912000000,458604000000,377003000000,2538859000000
12263,Mitsubishi Motors Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 7211 JP," Investor, Supply Chain",7211.T,2019,681646896000,,76467000000,2270276000000,337514000000,-25779000000,JPY,399614000000,-70086000000,147091000000,1938123000000,1149760000000,77005000000,299394000000,788362000000
12268,"Mitsui Chemicals, Inc.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Other base chemicals,Chemicals,Materials,Chemicals, 4183 JP," Investor, Supply Chain",4183.T,2019,522925670920,,127704000000,1338987000000,297147000000,33970000000,JPY,149348000000,-62298000000,172638000000,1480067000000,872046000000,110340000000,551003000000,608021000000
12271,"Mitsubishi UFJ Financial Group, Inc.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, Japan, MSCI ACWI",Banks,Financial services,Services,General, 8306 JP, Investor,8306.T,2019,7434984415644,,420460000000,5018987000000,5018987000000,528151000000,JPY,78335634000000,22397110000000,94129992000000,336571379000000,319715641000000,105759633000000,44911770000000,16855738000000
12273,Mitsubishi Tanabe Pharma Corporation,Japan,,public," Benchmark, Japan, MSCI ACWI",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, 4508 JP, Investor,4508.T,2019,,,,,,,JPY,,,,,,,,
12289,"Mitsui Mining & Smelting Co., Ltd.",Japan,,public," Continuity Climate Change, Environmental",Semiconductors,Electrical & electronic equipment,Manufacturing,General, 5706 JP," Investor, Supply Chain",5706.T,2019,166977944000,,40037000000,473109000000,69649000000,1566000000,JPY,32677000000,-7786000000,73766000000,537119000000,363865000000,65980000000,236207000000,173254000000
12291,"Mizuho Financial Group, Inc.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, Japan, MSCI ACWI",Banks,Financial services,Services,General, 8411 JP, Investor,8411.T,2019,4268228530500,,610064000000,2479820000000,2479820000000,448568000000,JPY,41069745000000,18076418000000,50844241000000,214659077000000,205995230000000,61049106000000,17164202000000,8663845000000
12303,Mitsui O.S.K. Lines Ltd,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Marine freight,Marine transport,Transportation services,Transport services, 9104 JP," Investor, Supply Chain",9104.T,2019,120589209690,,159404000000,1155404000000,119633000000,32623000000,JPY,105784000000,500000000,444831000000,2098717000000,1457483000000,346890000000,1094325000000,641234000000
12335,Mobi Antenna Technologies (Shenzhen) Co. Ltd,China,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2019,,,,,,,,,,,,,,,
12340,Mobimo,Switzerland,,public," Continuity Climate Change, DACH",Real estate owners & developers,Land & property ownership & development,Infrastructure,General, MOBN SW, Investor,MOBN.SW,2019,1880554264,,81776000,192586000,119010000,103161000,CHF,45823000,124000,34449000,3469164000,1936908000,34449000,1598580000,1532256000
12348,Molson Coors Brewing Company,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", TAP US," Investor, Supply Chain",TAP,2019,11678333297,17700,3041000000,10579400000,4201200000,241700000,USD,523400000,0,13300000,28859800000,15186700000,13300000,9037700000,13673100000
12368,Mondi PLC,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE 350, FTSE 725, MSCI ACWI, South Africa",Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry, MNDI LN," Investor, Supply Chain",MNDI.L,2019,7809646698,,1578000000,7268000000,3270000000,812000000,EUR,74000000,0,45000000,8540000000,4155000000,45000000,2276000000,4385000000
12374,Morrison Utility Services,United Kingdom of Great Britain and Northern Ireland,,public,,Utility line construction,Construction,Infrastructure,General,, Supply Chain,unknown,2019,,,,,,,,,,,,,,,
12376,WM Morrison Supermarkets Plc,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE 350, FTSE 725, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, MRW LN, Investor,MRW.L,2019,,,1070000000,17536000000,629000000,348000000,GBP,305000000,0,0,10920000000,6379000000,39000000,2721000000,4541000000
12379,Moody's Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Other financial,Specialized professional services,Services,General, MCO US," Investor, Supply Chain",MCO,2019,44514375000,0,2330000000,4829000000,3442000000,1422000000,USD,1832000000,98000000,117000000,10265000000,9434000000,215000000,574000000,1056000000
12382,The Mosaic Company,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Non-nitrogenous fertilizers,Chemicals,Materials,Chemicals, MOS US, Investor,MOS,2019,8135037017,12600,368700000,8906300000,897300000,-1031400000,USD,519100000,0,763600000,19298500000,9930900000,763600000,4614300000,9367600000
12389,Morgan Advanced Materials,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, Environmental, FTSE 250, FTSE 350, FTSE 725",Industrial machinery,Powered machinery,Manufacturing,General, MGAM LN," Investor, Supply Chain",MGAM.L,2019,900675790,,287000000,1049500000,271300000,73100000,GBP,132800000,0,12200000,1069200000,757500000,12200000,354400000,311700000
12392,Morgan Sindall Group plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, FTSE 250, FTSE 350, FTSE 725",Building sub-contractors,Construction,Infrastructure,General, MGNS LN," Investor, Supply Chain",MGNS.L,2019,731692618,,116100000,3071300000,331400000,71200000,GBP,192700000,-13500000,99100000,1395500000,998700000,85600000,59700000,396800000
12406,Morgan Stanley,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Asset managers,Financial services,Services,General, MS US," Investor, Supply Chain",MS,2019,79491600000,,10576000000,38926000000,38926000000,9042000000,USD,49659000000,62223000000,274562000000,895429000000,812732000000,336785000000,207325000000,82697000000
12414,"Morinaga Milk Industry Co., Ltd.",Japan,,public," Continuity Climate Change, Environmental, Japan",Dairy & egg products,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2264 JP, Investor,2264.T,2019,110093000000,,45182000000,590892000000,189354000000,18656000000,JPY,8680000000,-5817000000,25500000000,436061000000,252921000000,19683000000,101157000000,183140000000
12546,MTN Group Management Services,South Africa,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, MSCI ACWI, South Africa",Telecommunications services,"Media, telecommunications & data center services",Services,General, MTN SJ, Investor,MTN.JO,2019,148311080720,,64345000000,151460000000,107513000000,8963000000,ZAR,21626000000,19706000000,17613000000,302311000000,216211000000,37319000000,140607000000,86100000000
12552,MTR Corporation Limited,"China, Hong Kong Special Administrative Region",,public," Asia ex-JICK, Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI",Passenger rail,Rail transport,Transportation services,Transport services, 66 HK, Investor,0066.HK,2019,283005979535,,12743000000,54504000000,10365000000,11932000000,HKD,8346000000,12894000000,106305000000,289214000000,102416000000,119199000000,49950000000,186798000000
12592,MTU Aero Engines AG,Germany,,public," Benchmark, Continuity Climate Change, DACH, MSCI ACWI",Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM, MTX GR," Investor, Supply Chain",MTX.DE,2019,14127407360,,1009600000,4628400000,930300000,478100000,EUR,139500000,40700000,520800000,7765300000,5344100000,561500000,849800000,2421200000
12603,Adani Ports & Special Economic Zone,India,,public," Benchmark, Continuity Climate Change, Emerging Markets, India, MSCI ACWI",Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General, ADSEZ IN, Investor,ADSEZ.BO,2019,,,,,,,EUR,,,,,,,,
12610,Murata Mfg. Co.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, Japan, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 6981 JP," Investor, Supply Chain",6981.T,2019,4315944602245,,394811000000,1534045000000,581462000000,183012000000,JPY,239656000000,136504000000,66965000000,2250230000000,555423000000,49059000000,236070000000,1694807000000
12622,Murray & Roberts Holdings Limited,South Africa,,public, Self selected companies climate change,Mining & metals support services,Industrial support services,Services,General, MUR SJ, Investor,MUR.JO,2019,4316170040,,914000000,20837700000,2280900000,-351600000,ZAR,2590900000,15300000,1303700000,18898900000,13280200000,1303700000,3522300000,5618700000
12631,"Nankai Electric Railway Co., Ltd.",Japan,,public," Continuity Climate Change, Japan",Intermodal transport,Intermodal transport & logistics,Transportation services,Transport services, 9044 JP, Investor,9044.T,2019,335961786000,,65174000000,228015000000,42348000000,20811000000,JPY,17874000000,-7580000000,31087000000,925058000000,669055000000,23507000000,462952000000,256003000000
