Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
10071,Kier Group,United Kingdom of Great Britain and Northern Ireland,,public, UK,Non-residential building construction,Construction,Infrastructure,Construction, KIE LN," Investor, Supply Chain",KIE.L,2020,126197124,,149400000,3261000000,254800000,-300000,GBP,391200000,2000000,214700000,2281000000,1846000000,216700000,564300000,435000000
10072,KGHM Polska Miedź S.A.,Poland,,public," Benchmark, CCGR1800, CEE, Emerging Markets, Environmental, MSCI ACWI",Other non-ferrous ore mining,Metallic mineral mining,Materials,Metals & mining, KGH PW," Investor, Supply Chain",KGH,2020,,,,,,,GBP,,,,,,,,
10076,Kia Motors Corp,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, FTSE All-World, Korea, MSCI ACWI",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 000270 KS, Investor,000270.KS,2020,25018110811200,,4358124000000,59168096000000,9945532000000,1487585000000,KRW,10160697000000,4674717000000,10590942000000,60490443000000,30598771000000,15265659000000,10427283000000,29891672000000
10095,Kesko Corporation,Finland,,public," Continuity Climate Change, Nordic","Supermarkets, food & drugstores",Convenience retail,Retail,General, KESKOB FH, Investor,KESKOB.HE,2020,8340929280,,1056800000,10669200000,1514000000,433400000,EUR,154500000,151500000,70300000,6641900000,4452600000,221800000,2616300000,2189300000
10109,KeyCorp,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Banks,Financial services,Services,Financial services, KEY US, Investor,KEY,2020,15833647980,0,1635000000,6490000000,6490000000,1343000000,USD,1091000000,43750000000,52701000000,170336000000,152355000000,96451000000,14468000000,17981000000
10117,Keyera Corp.,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, MSCI ACWI",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas, KEY CN, Investor,KEY.TO,2020,4996132760,,879223000,3012510000,650122000,62030000,CAD,2901000,0,93632000,7562586000,4801378000,93632000,3432625000,2761208000
10124,KIK Custom Products,United States of America,,public,,Personal care & household products,Chemicals,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
10132,Kirin Holdings Co Ltd,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2503 JP," Investor, Supply Chain",2503.T,2020,2029325594000,,215180000000,1849545000000,803883000000,99841000000,JPY,161667000000,7948000000,485259000000,2459363000000,1363424000000,493207000000,642643000000,1095939000000
10135,Kikkoman Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2801 JP," Investor, Supply Chain",2801.T,2020,275288324088,,65385000000,439411000000,154233000000,31159000000,JPY,55678000000,5598000000,83849000000,438508000000,124994000000,66812000000,41663000000,313514000000
10141,Kimberly-Clark de México S.A.B. de C.V.,Mexico,,public," Benchmark, CCGR1800, Emerging Markets, Environmental, Latin America, MSCI ACWI",Paper products,Paper products & packaging,Manufacturing,Paper & forestry, KIMBERA MM, Investor,KIMBERA.MX,2020,105274285573,,13085263000,46702895000,18009274000,6085772000,MXN,17740013000,396053000,3417425000,53316651000,47623830000,3813478000,33191515000,5692821000
10143,Kimco Realty,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",REIT,Financial services,Services,Real estate, KIM US, Investor,KIM,2020,6462165240,0,625826000,1057893000,714924000,1000833000,USD,293188000,706954000,707834000,11614498000,5928460000,1414788000,5452099000,5686038000
10147,Kinden Corporation,Japan,,public," Continuity Climate Change, Japan",Building sub-contractors,Construction,Infrastructure,Construction, 1944 JP," Investor, Supply Chain",1944.T,2020,344104334000,,51138000000,556273000000,99231000000,32356000000,JPY,42422000000,136409000000,144223000000,683022000000,189816000000,133796000000,16648000000,493206000000
10156,Kingfisher,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, UK",Specialist retail,Discretionary retail,Retail,General, KGF LN," Investor, Supply Chain",KGF.L,2020,5687016520,,1454000000,12343000000,4504000000,592000000,GBP,1142000000,0,63000000,12269000000,5698000000,63000000,2524000000,6571000000
10162,Kingspan Group PLC,Ireland,,public," Benchmark, Continuity Climate Change, Ireland, MSCI ACWI",Other non-wood building materials,Other materials,Materials,General, KSP ID, Investor,KSP.L,2020,,,,,,,GBP,,,,,,,,
10175,Kinross Gold Corporation,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Precious metals & minerals mining,Metallic mineral mining,Materials,Metals & mining, K CN, Investor,K.TO,2020,11760928000,,2753400000,4213400000,2296300000,1342400000,USD,1210900000,28900000,131300000,10933200000,4270200000,131300000,1970200000,6663000000
10177,"Kintetsu Group Holdings Co.,Ltd.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Japan, MSCI ACWI",Passenger rail,Rail transport,Transportation services,Transport services, 9041 JP, Investor,9041.T,2020,859224880000,,19069000000,697203000000,64871000000,-60187000000,JPY,76972000000,-98585000000,223771000000,1955048000000,1616555000000,125186000000,1218310000000,338493000000
10179,"Kobayashi Pharmaceutical Co., Ltd.",Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4967 JP, Investor,4967.T,2020,985635430000,,31666000000,150514000000,85266000000,19205000000,JPY,78253000000,16085000000,18389000000,238366000000,55784000000,34474000000,688000000,182582000000
10191,"Kissei Pharmaceutical Co., Ltd.",Japan,,public, Japan,Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, 4547 JP, Investor,4547.T,2020,104503692000,,5933000000,69044000000,32723000000,5285000000,JPY,20456000000,23998000000,149365000000,268861000000,48909000000,138133000000,1743000000,219952000000
10194,Kiwi Property Group,New Zealand,,public," Continuity Climate Change, New Zealand",REIT,Financial services,Services,Real estate, KPG NZ, Investor,KPG.NZ,2020,1821625920,,-134045000,241308000,186783000,-186694000,NZD,21252000,0,4186000,3156378000,1184873000,4186000,1019751000,1971505000
10195,KLA,United States of America,,public," Benchmark, Environmental, FTSE All-World, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, KLAC US," Investor, Supply Chain",KLAC,2020,39820616910,4020,2104221000,5806424000,3356863000,1216785000,USD,1980472000,746063000,0,9279960000,6598950000,746063000,3469670000,2681010000
10202,Klabin S/A,Brazil,,public," Benchmark, Brazil, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",Pulp & paper mills,Wood & paper materials,Materials,Paper & forestry," KLBN3 BZ, KLBN4 BZ"," Investor, Supply Chain",KLBN3.SA,2020,22828300535,,495713000,11948794000,4721884000,-2389490000,BRL,5208830000,1347897000,-1079453000,35270261000,30885500000,268444000,27129229000,4384761000
10205,Klepierre,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, France, MSCI ACWI",REIT,Financial services,Services,Real estate, LI FP, Investor,LI.PA,2020,5245289257,,797400000,1393400000,915300000,-785700000,EUR,462100000,0,1334200000,22884700000,12450300000,1334200000,9934100000,10434400000
10217,Knappen Milling,United States of America,,public,,Grain & corn milling,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
10233,Kohl's Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, S&P 500",Department stores,Discretionary retail,Retail,General, KSS US, Investor,KSS,2020,6266260000,0,574000000,15955000000,5595000000,-163000000,USD,2271000000,0,0,15337000000,10141000000,0,6739000000,5196000000
10234,"Kokuyo Co., Ltd.",Japan,,public," Continuity Climate Change, Japan",Furniture,Leisure & home manufacturing,Manufacturing,General, 7984 JP, Investor,7984.T,2020,165153340000,,20608000000,300644000000,107387000000,8297000000,JPY,65785000000,24998000000,30535000000,320296000000,93962000000,55533000000,12965000000,226334000000
10239,Komatsu Ltd.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Japan, MSCI ACWI","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,Capital goods, 6301 JP," Investor, Supply Chain",6301.T,2020,2661023812212,,312070000000,2189512000000,581055000000,106237000000,JPY,241803000000,1324000000,48496000000,3784841000000,1772816000000,50033000000,965847000000,2012025000000
10250,Kone Oyj,Finland,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, FTSE All-World, MSCI ACWI, Nordic",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, KNEBV FH," Investor, Supply Chain",KNEBV.HE,2020,34208774563,,1486500000,9938500000,1212600000,939200000,EUR,457900000,2170400000,-2027200000,8792000000,5594800000,143200000,504300000,3197200000
10254,Konecranes,Finland,,public," Continuity Climate Change, Nordic","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,Capital goods, KCR FH, Investor,KCR.HE,2020,2250072722,,324600000,3172900000,1699900000,122200000,EUR,591900000,0,6500000,4016500000,2765400000,6500000,1170900000,1251100000
10258,Kongsberg Gruppen ASA,Norway,,public, Nordic,Industrial machinery,Powered machinery,Manufacturing,Capital goods, KOG NO," Investor, Supply Chain",KOG.OL,2020,31558674720,,3552000000,25612000000,16762000000,1481000000,NOK,7420000000,-105000000,3594000000,39230000000,25929000000,3489000000,5563000000,13301000000
10261,"Konica Minolta, Inc.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 4902 JP," Investor, Supply Chain",4902.T,2020,195052064000,,66324000000,863381000000,374655000000,-15211000000,JPY,123823000000,3203000000,41348000000,1299752000000,749050000000,37006000000,410699000000,550702000000
10268,Korea Electric Power Corp,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, FTSE All-World, Korea, MSCI ACWI",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, 015760 KS, Investor,015760.KS,2020,17589815709800,,17433996000000,58569314000000,6764718000000,1992077000000,KRW,2029584000000,2800220000000,8643354000000,203142111000000,132475265000000,11443574000000,4621096000000,70666846000000
10289,Korean Air Lines Co Ltd,Republic of Korea,,public," Benchmark, CCGR1800, Environmental, Korea, MSCI ACWI",Passenger airlines,Air transport,Transportation services,Transport services, 003490 KS," Investor, Supply Chain",003490.KS,2020,4394804898918,,2421308214100,7606224078610,761745319080,-822678920800,KRW,1314565984340,539602369000,79360452660,25190061074280,21878336959960,618962821660,15537859467820,3311724114320
10294,KPMG UK,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
10295,Kotak Mahindra Bank,India,,public," Continuity Climate Change, Emerging Markets, India",Banks,Financial services,Services,Financial services, KMB IN, Investor,KMB.BO,2020,,,,,,,KRW,,,,,,,,
10296,KOSE Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4922 JP, Investor,4922.T,2020,1004027200000,,30186000000,279389000000,201924000000,11986000000,JPY,103391000000,-6395000000,21579000000,308386000000,67089000000,15184000000,8533000000,241297000000
10320,Kurita Water Industries Ltd.,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Pollution control equipment,Light manufacturing,Manufacturing,General, 6370 JP," Investor, Supply Chain",6370.T,2020,443188984860,,51812000000,267749000000,94676000000,19088000000,JPY,62228000000,2817000000,35318000000,424928000000,167091000000,35141000000,51352000000,257837000000
10324,"Kuraray Co., Ltd.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Other base chemicals,Chemicals,Materials,Chemicals, 3405 JP," Investor, Supply Chain",3405.T,2020,375981996447,,100178000000,541797000000,165411000000,2570000000,JPY,184319000000,7924000000,17553000000,1051584000000,536105000000,25477000000,341390000000,515479000000
10331,Kroger,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FAIRR, Fixed Income, FTSE All-World, MSCI ACWI, S&P 500","Supermarkets, food & drugstores",Convenience retail,Retail,General, KR US," Investor, Supply Chain",KR,2020,23889278882,435000,6182000000,132498000000,30901000000,2585000000,USD,1687000000,1096000000,-1542000000,48637000000,39087000000,1096000000,20587000000,9524000000
10338,KT Corporation,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Korea",Telecommunications services,"Media, telecommunications & data center services",Services,General, 030200 KS," Investor, Supply Chain",030200.KS,2020,5879291544000,,5304322000000,23916667000000,14128554000000,700889000000,KRW,2634624000000,1202840000000,1102228000000,33662545000000,18111112000000,2305068000000,7316298000000,15551433000000
10347,Kubota Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,Capital goods, 6326 JP," Investor, Supply Chain",6326.T,2020,2718985151000,,254914000000,1853234000000,534850000000,128524000000,JPY,222919000000,49967000000,124740000000,3189317000000,1615132000000,174707000000,874436000000,1574185000000
10350,Kumba Iron Ore,South Africa,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI, South Africa",Iron ore mining,Metallic mineral mining,Materials,Metals & mining, KIO SJ, Investor,KIO.JO,2020,199644290924,,47514000000,80104000000,65966000000,22779000000,ZAR,21537000000,-71000000,727000000,82517000000,20327000000,656000000,514000000,62190000000
10375,Kyocera Corporation,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Japan, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 6971 JP," Investor, Supply Chain",6971.T,2020,2292808092000,,228811000000,1526897000000,406947000000,90214000000,JPY,386727000000,97356000000,1324529000000,3493470000000,877360000000,1324529000000,147822000000,2616110000000
10379,"Kyodo Printing Co., Ltd.",Japan,CDP Japan,public,,Plastic products,Plastic product manufacturing,Manufacturing,General, 7914 JP, Supply Chain,7914.T,2020,23978880000,,7381000000,91031000000,15919000000,825000000,JPY,12808000000,-3238000000,21997000000,129077000000,66133000000,18759000000,28367000000,62944000000
10389,L'Oréal,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, Global 500, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, OR FP," Investor, Supply Chain",OR.PA,2020,173910236656,,6832300000,27992100000,20466200000,3563400000,EUR,6405900000,6700000,9615900000,43606900000,14608100000,9615900000,2546500000,28998800000
10395,La Banque Postale,France,CDP Europe,public, Self selected companies climate change,Banks,Financial services,Services,Financial services, 226562Z FP, Investor,226562Z.PA,2020,,,,,,,EUR,,,,,,,,
10405,Labbeemint,United States of America,,public,,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
10408,Laboratory Corporation of America Holdings,United States of America,,public," Benchmark, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Health care facilities,Health care provision,"Biotech, health care & pharma",General, LH US," Investor, Supply Chain",LH,2020,17067312000,2100,3543600000,13978500000,4952800000,1556100000,USD,1320800000,0,73500000,20071700000,10712000000,73500000,6756400000,9380400000
10432,Laing O'Rourke PLC,United Kingdom of Great Britain and Northern Ireland,,public,,Non-residential building construction,Construction,Infrastructure,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
10453,Landsec,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, UK",REIT,Financial services,Services,Real estate, LAND LN, Investor,LAND.L,2020,4986120000,,315000000,635000000,474000000,-1393000000,GBP,10000000,5000000,629000000,10990000000,3778000000,634000000,3516000000,7212000000
10480,LANXESS AG,Germany,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Environmental, MSCI ACWI",Specialty chemicals,Chemicals,Materials,Chemicals, LXS GR," Investor, Supply Chain",LXS.DE,2020,5472517008,,1824000000,6104000000,1556000000,885000000,EUR,271000000,1523000000,-1521000000,8880000000,5881000000,2000000,2803000000,2999000000
10492,Lassila & Tikanoja,Finland,,public, Continuity Climate Change,Waste management,Non-energy utilities,Infrastructure,General, LAT1V FH," Investor, Supply Chain",LAT1V.HE,2020,573695640,,85000000,751900000,496700000,19100000,EUR,50200000,0,1300000,596600000,404000000,1300000,186700000,192600000
10494,Las Vegas Sands Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI",Gambling,Entertainment facilities,Hospitality,General, LVS US," Investor, Supply Chain",LVS,2020,45534400000,46000,-323000000,2940000000,1633000000,-1442000000,USD,2082000000,0,-773000000,20807000000,17269000000,-773000000,13995000000,3538000000
10609,LEGRAND,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, MSCI ACWI",Fabricated metal components,Metal products manufacturing,Manufacturing,General, LR FP," Investor, Supply Chain",LR.PA,2020,19512309503,,1395500000,6099500000,3183800000,681200000,EUR,2791300000,1500000,8600000,12907700000,8001700000,10100000,5394500000,4906000000
10629,Legal and General,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, FTSE All-World, MSCI ACWI, UK",Insurance,Financial services,Services,Financial services, LGEN LN," Investor, Supply Chain",LGEN.L,2020,15791122535,,-275000000,20888000000,20888000000,1607000000,GBP,3616000000,643000000,21224000000,563626000000,553660000000,21224000000,5838000000,9966000000
10632,Lerøy Seafood Group,Norway,,public," Continuity Climate Change, FAIRR, Nordic",Animal products wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,Agricultural commodities, LSG NO," Investor, Supply Chain",LSG.OL,2020,35821598561,,2373608000,19959652000,8025897000,794335000,NOK,2966409000,-79287000,1150667000,30163099000,12530330000,1071380000,7545911000,17632769000
10650,Liberty Holdings Ltd (incorporating Liberty Life Group Ltd),South Africa,,public," Benchmark, Continuity Climate Change, MSCI ACWI, South Africa",Insurance,Financial services,Services,Financial services, LBH SJ, Investor,LBH.JO,2020,,,,,,,NOK,,,,,,,,
10661,Levi Strauss & Co.,United States of America,,public, Self selected companies climate change,Apparel & footwear design,Apparel design,Apparel,General, LEVI US," Investor, Supply Chain",LEVI,2020,8022798038,14800,124617000,4452609000,2352924000,-127141000,USD,1497155000,96531000,0,5641241000,4341766000,96531000,2659766000,1299475000
10666,"Lexmark International, Inc.",United States of America,,public, Self selected companies climate change,Electronic equipment,Electrical & electronic equipment,Manufacturing,General, LXK US," Investor, Supply Chain",LXK,2020,,,,,,,USD,,,,,,,,
10667,LG Chem Ltd,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, FTSE All-World, Korea, MSCI ACWI",Other base chemicals,Chemicals,Materials,Chemicals, 051910 KS," Investor, Supply Chain",051910.KS,2020,56855419904000,,4083940000000,30076510000000,6312224000000,512634000000,KRW,3274250000000,608039000000,-50124000000,41388894000000,22598454000000,557915000000,10186117000000,18790440000000
10668,LG,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Korea, MSCI ACWI",Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Retail,General, 003550 KS," Investor, Supply Chain",003550.KS,2020,15090542372143,,1988112000000,6632137000000,2067579000000,1465673000000,KRW,1492690000000,1467497000000,13630817000000,24282268000000,3420978000000,15098314000000,1274834000000,20861290000000
10670,LG Electronics,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, Korea, MSCI ACWI",Household appliances,Electrical & electronic equipment,Manufacturing,General, 066570 KS," Investor, Supply Chain",066570.KS,2020,21989426400000,,6223162000000,63262046000000,16316943000000,1968332000000,KRW,5896309000000,82018000000,4604966000000,48204227000000,30662102000000,4686984000000,10781815000000,17542125000000
10673,LG Household & Health Care,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, FTSE All-World, Korea, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 051900 KS, Investor,051900.KS,2020,23748851700000,,1482544634210,7844506057130,4881575503570,797628672880,KRW,434105464100,58536528000,9504224120,6801415783720,1952220084850,68040752120,468885194960,4849195698870
10674,LG Uplus,Republic of Korea,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Korea, MSCI ACWI",Telecommunications services,"Media, telecommunications & data center services",Services,General, 032640 KS," Investor, Supply Chain",032640.KS,2020,5130183456500,,3333650000000,13417627000000,10437221000000,252560000000,KRW,726179000000,38424000000,62834000000,18350190000000,10698976000000,101258000000,6850535000000,7651214000000
10696,Lincoln National Corporation,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Insurance,Financial services,Services,Financial services, LNC US, Investor,LNC,2020,9616715849,10966,-239000000,17439000000,17439000000,499000000,USD,1708000000,123044000000,127674000000,365944000000,6682000000,153956000000,6682000000,22699000000
10718,LIGHT SA,Brazil,,public," Brazil, Continuity Climate Change",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, LIGT3 BZ," Investor, Supply Chain",LIGT3.SA,2020,8669002325,,1269615000,12817329000,2939141000,691922000,BRL,653200000,2494837000,3084075000,26397266000,19321054000,5578912000,9789896000,7076212000
10733,"L Brands, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI, S&P 500",Apparel stores,Discretionary retail,Retail,General, BBWI US, Investor,BBWI,2020,8531088120,94400,2075000000,6434000000,3096000000,844000000,USD,3903000000,0,119000000,11571000000,12232000000,119000000,9455000000,-661000000
10754,Lion Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Personal care & household products,Chemicals,Materials,General, 4912 JP," Investor, Supply Chain",4912.T,2020,726188584000,,56372000000,355352000000,179873000000,29870000000,JPY,121534000000,8592000000,22577000000,435501000000,190647000000,31169000000,8116000000,244854000000
10755,Lintec Corporation,Japan,,public," Continuity Climate Change, Japan",Specialty chemicals,Chemicals,Materials,Chemicals, 7966 JP," Investor, Supply Chain",7966.T,2020,164708512000,,28318000000,240727000000,58440000000,9620000000,JPY,57190000000,-1935000000,3740000000,278972000000,86675000000,1805000000,13105000000,192297000000
10781,Lloyds Banking Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, FTSE All-World, Global 500, MSCI ACWI, UK",Banks,Financial services,Services,Financial services, LLOY LN," Investor, Supply Chain",LLOY.L,2020,31338400000,,3889000000,15126000000,15126000000,1318000000,GBP,73556000000,0,234543000000,871269000000,101658000000,234543000000,101658000000,49413000000
10787,Lite-On Technology Corporation,"Taiwan, Greater China",,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 2301 TT," Investor, Supply Chain",2301.TW,2020,115470333471,,18616456000,157133623000,27383699000,10016038000,TWD,71508036000,1384340000,3344260000,176067237000,101925723000,4728600000,25681637000,74141514000
10791,Lojas Renner S.A.,Brazil,,public," Benchmark, Brazil, Continuity Climate Change, Emerging Markets, MSCI ACWI",Apparel stores,Discretionary retail,Retail,General, LREN3 BZ," Investor, Supply Chain",LREN3.SA,2020,33890489500,,2649733000,7537180000,4313610000,1096269000,BRL,2066781000,605572000,661111000,14642583000,9141267000,605572000,5247366000,5501316000
10793,Americanas S.A.,Brazil,,public," Benchmark, Brazil, Continuity Climate Change, Emerging Markets, MSCI ACWI",Department stores,Discretionary retail,Retail,General, LAME4 BZ, Investor,LAME4.SA,2020,,,,,,,BRL,,,,,,,,
10797,Loblaw Companies Limited,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, FAIRR, FTSE All-World, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, L CN, Investor,L.TO,2020,21725979000,,4971000000,52714000000,15989000000,1108000000,CAD,1668000000,269000000,118000000,35870000000,24751000000,387000000,16608000000,11119000000
10820,Lockheed Martin Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, LMT US," Investor, Supply Chain",LMT,2020,99039420000,0,10116000000,65398000000,8654000000,6833000000,USD,3160000000,0,3469000000,50710000000,44672000000,3469000000,12169000000,6038000000
10834,Logitech Europe S.A.,Switzerland,,public," Continuity Climate Change, DACH",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, LOGN SW," Investor, Supply Chain",LOGN.SW,2020,14524776000,,1242019000,5252279000,2335735000,947257000,USD,1750327000,-24809000,68211000,4142378000,1880589000,43402000,34420000,2261789000
10848,IGT PLC,Italy,,public, Self selected companies climate change,Gambling,Entertainment facilities,Hospitality,General, GTK IM," Investor, Supply Chain",GTK.MI,2020,,,,,,,USD,,,,,,,,
10871,London Stock Exchange Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, FTSE All-World, Global 500, MSCI ACWI, UK",Other financial,Specialized professional services,Services,General, LSEG LN, Investor,LSEG.L,2020,31888320000,,884000000,2030000000,1822000000,293000000,GBP,1785000000,92000000,305000000,849141000000,845016000000,305000000,2140000000,4125000000
10884,Lonza Group AG,Switzerland,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Euro, FTSE All-World, MSCI ACWI",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General, LONN SW," Investor, Supply Chain",LONN.SW,2020,42252210462,,1463000000,4508000000,1706000000,869000000,CHF,495000000,0,251000000,14625000000,7741000000,251000000,3814000000,6884000000
11017,"Lowe's Companies, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Specialist retail,Discretionary retail,Retail,General, LOW US, Investor,LOW,2020,117814340000,200000,12301000000,89597000000,29572000000,5835000000,USD,4690000000,506000000,200000000,46735000000,45298000000,706000000,26211000000,1437000000
11043,PJSC LUKOIL,Russian Federation,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, Global 500, MSCI ACWI, Russia",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas, LKOH RM," Investor, Supply Chain",LKOH,2020,,,,,,,USD,,,,,,,,
11048,Lundbeck A/S,Denmark,,public," Benchmark, Continuity Climate Change, MSCI ACWI, Nordic",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General, LUN DC," Investor, Supply Chain",LUN.CO,2020,,,4880000000,17667000000,13501000000,1581000000,DKK,3924000000,0,0,36029000000,19056000000,116000000,7890000000,16973000000
11049,Lundin Energy AB,Sweden,,public," Benchmark, Continuity Climate Change, Euro, MSCI ACWI, Nordic",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, LUNE SS, Investor,LUNE.ST,2020,,,2112200000,2533200000,1425600000,384200000,USD,82500000,0,0,6653200000,8422300000,124100000,3989600000,-1769100000
11063,LVMH,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, Global 500, MSCI ACWI",Apparel & footwear design,Apparel design,Apparel,General, MC FP," Investor, Supply Chain",MC.PA,2020,257333194770,,13086000000,44651000000,28756000000,4702000000,EUR,6417000000,14298000000,2435000000,108671000000,69842000000,16733000000,37482000000,38829000000
